demand,hour,schedule_date
1911,10,19-09-2020
1873,11,19-09-2020
1814,12,19-09-2020
1830,13,19-09-2020
1877,14,19-09-2020
1855,15,19-09-2020
1946,16,19-09-2020
1888,17,19-09-2020
1851,18,19-09-2020
1955,19,19-09-2020
2042,20,19-09-2020
1984,21,19-09-2020
1890,22,19-09-2020
1858,23,19-09-2020
1816,24,19-09-2020
1778,1,20-09-2020
1720,2,20-09-2020
1691,3,20-09-2020
1666,4,20-09-2020
1646,5,20-09-2020
1658,6,20-09-2020
1758,7,20-09-2020
1662,8,20-09-2020
1653,9,20-09-2020
1680,10,20-09-2020
1672,11,20-09-2020
1717,12,20-09-2020
1700,13,20-09-2020
1713,14,20-09-2020
1625,15,20-09-2020
1661,16,20-09-2020
1588,17,20-09-2020
1543,18,20-09-2020
1752,19,20-09-2020
1744,20,20-09-2020
1738,21,20-09-2020
1671,22,20-09-2020
1692,23,20-09-2020
1618,24,20-09-2020
1564,1,21-09-2020
1548,2,21-09-2020
1516,3,21-09-2020
1507,4,21-09-2020
1521,5,21-09-2020
1563,6,21-09-2020
1668,7,21-09-2020
1703,8,21-09-2020
1786,9,21-09-2020
1857,10,21-09-2020
1828,11,21-09-2020
1831,12,21-09-2020
1878,13,21-09-2020
1887,14,21-09-2020
1920,15,21-09-2020
2000,16,21-09-2020
1917,17,21-09-2020
1848,18,21-09-2020
2027,19,21-09-2020
1965,20,21-09-2020
1952,21,21-09-2020
1929,22,21-09-2020
1895,23,21-09-2020
1895,24,21-09-2020
1744,1,22-09-2020
1706,2,22-09-2020
1604,3,22-09-2020
1618,4,22-09-2020
1603,5,22-09-2020
1619,6,22-09-2020
1712,7,22-09-2020
1783,8,22-09-2020
1780,9,22-09-2020
1834,10,22-09-2020
1862,11,22-09-2020
1905,12,22-09-2020
1819,13,22-09-2020
1850,14,22-09-2020
1793,15,22-09-2020
1883,16,22-09-2020
1926,17,22-09-2020
1898,18,22-09-2020
2076,19,22-09-2020
2014,20,22-09-2020
1986,21,22-09-2020
1921,22,22-09-2020
1884,23,22-09-2020
1819,24,22-09-2020
1667,1,23-09-2020
1565,2,23-09-2020
1521,3,23-09-2020
1481,4,23-09-2020
1494,5,23-09-2020
1384,6,23-09-2020
1502,7,23-09-2020
1670,8,23-09-2020
1710,9,23-09-2020
1777,10,23-09-2020
1815,11,23-09-2020
1818,12,23-09-2020
1813,13,23-09-2020
1735,14,23-09-2020
1718,15,23-09-2020
1782,16,23-09-2020
1689,17,23-09-2020
1779,18,23-09-2020
1953,19,23-09-2020
1869,20,23-09-2020
1825,21,23-09-2020
1785,22,23-09-2020
1710,23,23-09-2020
1663,24,23-09-2020
1541,1,24-09-2020
1409,2,24-09-2020
1397,3,24-09-2020
1398,4,24-09-2020
1411,5,24-09-2020
1404,6,24-09-2020
1566,7,24-09-2020
1608,8,24-09-2020
1681,9,24-09-2020
1710,10,24-09-2020
1720,11,24-09-2020
1822,12,24-09-2020
1779,13,24-09-2020
1772,14,24-09-2020
1785,15,24-09-2020
1771,16,24-09-2020
1689,17,24-09-2020
1726,18,24-09-2020
1885,19,24-09-2020
1812,20,24-09-2020
1768,21,24-09-2020
1730,22,24-09-2020
1684,23,24-09-2020
1628,24,24-09-2020
1597,1,25-09-2020
1562,2,25-09-2020
1519,3,25-09-2020
1498,4,25-09-2020
1508,5,25-09-2020
1541,6,25-09-2020
1684,7,25-09-2020
1712,8,25-09-2020
1743,9,25-09-2020
1701,10,25-09-2020
1820,11,25-09-2020
1777,12,25-09-2020
1729,13,25-09-2020
1738,14,25-09-2020
1725,15,25-09-2020
1762,16,25-09-2020
1720,17,25-09-2020
1796,18,25-09-2020
1937,19,25-09-2020
1870,20,25-09-2020
1832,21,25-09-2020
1744,22,25-09-2020
1702,23,25-09-2020
1657,24,25-09-2020
1597,1,26-09-2020
1559,2,26-09-2020
1537,3,26-09-2020
1552,4,26-09-2020
1525,5,26-09-2020
1508,6,26-09-2020
1698,7,26-09-2020
1723,8,26-09-2020
1716,9,26-09-2020
1673,10,26-09-2020
1701,11,26-09-2020
1750,12,26-09-2020
1726,13,26-09-2020
1725,14,26-09-2020
1753,15,26-09-2020
1773,16,26-09-2020
1756,17,26-09-2020
1774,18,26-09-2020
1858,19,26-09-2020
1841,20,26-09-2020
1764,21,26-09-2020
1725,22,26-09-2020
1698,23,26-09-2020
1662,24,26-09-2020
1607,1,27-09-2020
1573,2,27-09-2020
1553,3,27-09-2020
1519,4,27-09-2020
1516,5,27-09-2020
1529,6,27-09-2020
1604,7,27-09-2020
1527,8,27-09-2020
1546,9,27-09-2020
1488,10,27-09-2020
1494,11,27-09-2020
1468,12,27-09-2020
1439,13,27-09-2020
1433,14,27-09-2020
1436,15,27-09-2020
1390,16,27-09-2020
1397,17,27-09-2020
1477,18,27-09-2020
1681,19,27-09-2020
1635,20,27-09-2020
1604,21,27-09-2020
1576,22,27-09-2020
1507,23,27-09-2020
1458,24,27-09-2020
1389,1,28-09-2020
1421,2,28-09-2020
1367,3,28-09-2020
1349,4,28-09-2020
1356,5,28-09-2020
1399,6,28-09-2020
1579,7,28-09-2020
1639,8,28-09-2020
1690,9,28-09-2020
1575,10,28-09-2020
1683,11,28-09-2020
1734,12,28-09-2020
1734,13,28-09-2020
1698,14,28-09-2020
1740,15,28-09-2020
1821,16,28-09-2020
1757,17,28-09-2020
1818,18,28-09-2020
1778,19,28-09-2020
1833,20,28-09-2020
1773,21,28-09-2020
1694,22,28-09-2020
1657,23,28-09-2020
1595,24,28-09-2020
1593,1,29-09-2020
1519,2,29-09-2020
1512,3,29-09-2020
1500,4,29-09-2020
1499,5,29-09-2020
1501,6,29-09-2020
1666,7,29-09-2020
1657,8,29-09-2020
1742,9,29-09-2020
1727,10,29-09-2020
1666,11,29-09-2020
1707,12,29-09-2020
1695,13,29-09-2020
1688,14,29-09-2020
1743,15,29-09-2020
1721,16,29-09-2020
1761,17,29-09-2020
1759,18,29-09-2020
1889,19,29-09-2020
1787,20,29-09-2020
1722,21,29-09-2020
1623,22,29-09-2020
1617,23,29-09-2020
1566,24,29-09-2020
1513,1,30-09-2020
1499,2,30-09-2020
1471,3,30-09-2020
1429,4,30-09-2020
1463,5,30-09-2020
1468,6,30-09-2020
1646,7,30-09-2020
1664,8,30-09-2020
1654,9,30-09-2020
1722,10,30-09-2020
1710,11,30-09-2020
1737,12,30-09-2020
1732,13,30-09-2020
1709,14,30-09-2020
1705,15,30-09-2020
1769,16,30-09-2020
1742,17,30-09-2020
1788,18,30-09-2020
1869,19,30-09-2020
1803,20,30-09-2020
1703,21,30-09-2020
1658,22,30-09-2020
1615,23,30-09-2020
1541,24,30-09-2020
1524,1,01-10-2020
1474,2,01-10-2020
1427,3,01-10-2020
1417,4,01-10-2020
1450,5,01-10-2020
1461,6,01-10-2020
1602,7,01-10-2020
1607,8,01-10-2020
1626,9,01-10-2020
1662,10,01-10-2020
1686,11,01-10-2020
1632,12,01-10-2020
1621,13,01-10-2020
1640,14,01-10-2020
1633,15,01-10-2020
1691,16,01-10-2020
1649,17,01-10-2020
1701,18,01-10-2020
1857,19,01-10-2020
1786,20,01-10-2020
1701,21,01-10-2020
1637,22,01-10-2020
1586,23,01-10-2020
1571,24,01-10-2020
1472,1,02-10-2020
1452,2,02-10-2020
1374,3,02-10-2020
1368,4,02-10-2020
1363,5,02-10-2020
1433,6,02-10-2020
1439,7,02-10-2020
1389,8,02-10-2020
1352,9,02-10-2020
1278,10,02-10-2020
1274,11,02-10-2020
1388,12,02-10-2020
1338,13,02-10-2020
1310,14,02-10-2020
1323,15,02-10-2020
1350,16,02-10-2020
1226,17,02-10-2020
1343,18,02-10-2020
1569,19,02-10-2020
1554,20,02-10-2020
1479,21,02-10-2020
1412,22,02-10-2020
1403,23,02-10-2020
1346,24,02-10-2020
1257,1,03-10-2020
1272,2,03-10-2020
1250,3,03-10-2020
1252,4,03-10-2020
1259,5,03-10-2020
1365,6,03-10-2020
1493,7,03-10-2020
1531,8,03-10-2020
1642,9,03-10-2020
1626,10,03-10-2020
1604,11,03-10-2020
1700,12,03-10-2020
1694,13,03-10-2020
1603,14,03-10-2020
1617,15,03-10-2020
1661,16,03-10-2020
1639,17,03-10-2020
1716,18,03-10-2020
1844,19,03-10-2020
1769,20,03-10-2020
1673,21,03-10-2020
1624,22,03-10-2020
1604,23,03-10-2020
1584,24,03-10-2020
1459,1,04-10-2020
1432,2,04-10-2020
1395,3,04-10-2020
1382,4,04-10-2020
1349,5,04-10-2020
1446,6,04-10-2020
1584,7,04-10-2020
1535,8,04-10-2020
1550,9,04-10-2020
1492,10,04-10-2020
1530,11,04-10-2020
1525,12,04-10-2020
1485,13,04-10-2020
1445,14,04-10-2020
1458,15,04-10-2020
1461,16,04-10-2020
1431,17,04-10-2020
1592,18,04-10-2020
1742,19,04-10-2020
1638,20,04-10-2020
1574,21,04-10-2020
1568,22,04-10-2020
1516,23,04-10-2020
1461,24,04-10-2020
1409,1,05-10-2020
1353,2,05-10-2020
1328,3,05-10-2020
1311,4,05-10-2020
1336,5,05-10-2020
1481,6,05-10-2020
1623,7,05-10-2020
1632,8,05-10-2020
1651,9,05-10-2020
1676,10,05-10-2020
1685,11,05-10-2020
1664,12,05-10-2020
1618,13,05-10-2020
1660,14,05-10-2020
1645,15,05-10-2020
1634,16,05-10-2020
1673,17,05-10-2020
1711,18,05-10-2020
1858,19,05-10-2020
1749,20,05-10-2020
1682,21,05-10-2020
1601,22,05-10-2020
1600,23,05-10-2020
1540,24,05-10-2020
1454,1,06-10-2020
1447,2,06-10-2020
1416,3,06-10-2020
1372,4,06-10-2020
1375,5,06-10-2020
1404,6,06-10-2020
1537,7,06-10-2020
1607,8,06-10-2020
1608,9,06-10-2020
1597,10,06-10-2020
1550,11,06-10-2020
1540,12,06-10-2020
1647,13,06-10-2020
1665,14,06-10-2020
1685,15,06-10-2020
1597,16,06-10-2020
1680,17,06-10-2020
1752,18,06-10-2020
1891,19,06-10-2020
1763,20,06-10-2020
1704,21,06-10-2020
1593,22,06-10-2020
1590,23,06-10-2020
1512,24,06-10-2020
1463,1,07-10-2020
1466,2,07-10-2020
1443,3,07-10-2020
1389,4,07-10-2020
1399,5,07-10-2020
1481,6,07-10-2020
1649,7,07-10-2020
1630,8,07-10-2020
1649,9,07-10-2020
1693,10,07-10-2020
1660,11,07-10-2020
1686,12,07-10-2020
1629,13,07-10-2020
1639,14,07-10-2020
1695,15,07-10-2020
1700,16,07-10-2020
1656,17,07-10-2020
1790,18,07-10-2020
1901,19,07-10-2020
1804,20,07-10-2020
1681,21,07-10-2020
1594,22,07-10-2020
1598,23,07-10-2020
1523,24,07-10-2020
1428,1,08-10-2020
1406,2,08-10-2020
1373,3,08-10-2020
1357,4,08-10-2020
1381,5,08-10-2020
1398,6,08-10-2020
1653,7,08-10-2020
1618,8,08-10-2020
1649,9,08-10-2020
1650,10,08-10-2020
1667,11,08-10-2020
1681,12,08-10-2020
1705,13,08-10-2020
1677,14,08-10-2020
1639,15,08-10-2020
1701,16,08-10-2020
1728,17,08-10-2020
1800,18,08-10-2020
1897,19,08-10-2020
1781,20,08-10-2020
1674,21,08-10-2020
1614,22,08-10-2020
1540,23,08-10-2020
1457,24,08-10-2020
1418,1,09-10-2020
1398,2,09-10-2020
1397,3,09-10-2020
1363,4,09-10-2020
1387,5,09-10-2020
1435,6,09-10-2020
1589,7,09-10-2020
1579,8,09-10-2020
1651,9,09-10-2020
1692,10,09-10-2020
1596,11,09-10-2020
1631,12,09-10-2020
1589,13,09-10-2020
1559,14,09-10-2020
1624,15,09-10-2020
1634,16,09-10-2020
1633,17,09-10-2020
1745,18,09-10-2020
1841,19,09-10-2020
1736,20,09-10-2020
1625,21,09-10-2020
1566,22,09-10-2020
1562,23,09-10-2020
1492,24,09-10-2020
1408,1,10-10-2020
1392,2,10-10-2020
1359,3,10-10-2020
1372,4,10-10-2020
1405,5,10-10-2020
1431,6,10-10-2020
1538,7,10-10-2020
1604,8,10-10-2020
1626,9,10-10-2020
1678,10,10-10-2020
1636,11,10-10-2020
1661,12,10-10-2020
1562,13,10-10-2020
1595,14,10-10-2020
1655,15,10-10-2020
1686,16,10-10-2020
1682,17,10-10-2020
1796,18,10-10-2020
1897,19,10-10-2020
1699,20,10-10-2020
1656,21,10-10-2020
1581,22,10-10-2020
1480,23,10-10-2020
1482,24,10-10-2020
1409,1,11-10-2020
1406,2,11-10-2020
1378,3,11-10-2020
1363,4,11-10-2020
1355,5,11-10-2020
1422,6,11-10-2020
1537,7,11-10-2020
1486,8,11-10-2020
1484,9,11-10-2020
1433,10,11-10-2020
1382,11,11-10-2020
1417,12,11-10-2020
1361,13,11-10-2020
1335,14,11-10-2020
1327,15,11-10-2020
1385,16,11-10-2020
1383,17,11-10-2020
1559,18,11-10-2020
1655,19,11-10-2020
1572,20,11-10-2020
1489,21,11-10-2020
1422,22,11-10-2020
1362,23,11-10-2020
1324,24,11-10-2020
1300,1,12-10-2020
1273,2,12-10-2020
1191,3,12-10-2020
1227,4,12-10-2020
1298,5,12-10-2020
1405,6,12-10-2020
1558,7,12-10-2020
1536,8,12-10-2020
1614,9,12-10-2020
1652,10,12-10-2020
1612,11,12-10-2020
1714,12,12-10-2020
1618,13,12-10-2020
1634,14,12-10-2020
1617,15,12-10-2020
1649,16,12-10-2020
1693,17,12-10-2020
1799,18,12-10-2020
1867,19,12-10-2020
1737,20,12-10-2020
1672,21,12-10-2020
1565,22,12-10-2020
1521,23,12-10-2020
1477,24,12-10-2020
1451,1,13-10-2020
1332,2,13-10-2020
1338,3,13-10-2020
1377,4,13-10-2020
1413,5,13-10-2020
1478,6,13-10-2020
1633,7,13-10-2020
1683,8,13-10-2020
1696,9,13-10-2020
1678,10,13-10-2020
1654,11,13-10-2020
1691,12,13-10-2020
1638,13,13-10-2020
1584,14,13-10-2020
1627,15,13-10-2020
1638,16,13-10-2020
1683,17,13-10-2020
1794,18,13-10-2020
1905,19,13-10-2020
1789,20,13-10-2020
1663,21,13-10-2020
1592,22,13-10-2020
1521,23,13-10-2020
1485,24,13-10-2020
1409,1,14-10-2020
1401,2,14-10-2020
1365,3,14-10-2020
1383,4,14-10-2020
1375,5,14-10-2020
1421,6,14-10-2020
1650,7,14-10-2020
1671,8,14-10-2020
1709,9,14-10-2020
1774,10,14-10-2020
1746,11,14-10-2020
1665,12,14-10-2020
1697,13,14-10-2020
1602,14,14-10-2020
1605,15,14-10-2020
1675,16,14-10-2020
1757,17,14-10-2020
1770,18,14-10-2020
1853,19,14-10-2020
1767,20,14-10-2020
1684,21,14-10-2020
1570,22,14-10-2020
1549,23,14-10-2020
1458,24,14-10-2020
1424,1,15-10-2020
1421,2,15-10-2020
1396,3,15-10-2020
1355,4,15-10-2020
1411,5,15-10-2020
1464,6,15-10-2020
1607,7,15-10-2020
1652,8,15-10-2020
1677,9,15-10-2020
1816,10,15-10-2020
1695,11,15-10-2020
1654,12,15-10-2020
1583,13,15-10-2020
1526,14,15-10-2020
1594,15,15-10-2020
1664,16,15-10-2020
1616,17,15-10-2020
1809,18,15-10-2020
1886,19,15-10-2020
1744,20,15-10-2020
1682,21,15-10-2020
1539,22,15-10-2020
1501,23,15-10-2020
1453,24,15-10-2020
1407,1,16-10-2020
1342,2,16-10-2020
1368,3,16-10-2020
1359,4,16-10-2020
1400,5,16-10-2020
1539,6,16-10-2020
1621,7,16-10-2020
1653,8,16-10-2020
1681,9,16-10-2020
1738,10,16-10-2020
1721,11,16-10-2020
1627,12,16-10-2020
1594,13,16-10-2020
1604,14,16-10-2020
1545,15,16-10-2020
1536,16,16-10-2020
1608,17,16-10-2020
1798,18,16-10-2020
1777,19,16-10-2020
1722,20,16-10-2020
1621,21,16-10-2020
1528,22,16-10-2020
1476,23,16-10-2020
1406,24,16-10-2020
1373,1,17-10-2020
1342,2,17-10-2020
1310,3,17-10-2020
1322,4,17-10-2020
1401,5,17-10-2020
1496,6,17-10-2020
1700,7,17-10-2020
1721,8,17-10-2020
1690,9,17-10-2020
1685,10,17-10-2020
1667,11,17-10-2020
1625,12,17-10-2020
1567,13,17-10-2020
1543,14,17-10-2020
1584,15,17-10-2020
1619,16,17-10-2020
1643,17,17-10-2020
1775,18,17-10-2020
1775,19,17-10-2020
1734,20,17-10-2020
1581,21,17-10-2020
1407,22,17-10-2020
1491,23,17-10-2020
1403,24,17-10-2020
1362,1,18-10-2020
1322,2,18-10-2020
1319,3,18-10-2020
1343,4,18-10-2020
1382,5,18-10-2020
1449,6,18-10-2020
1565,7,18-10-2020
1527,8,18-10-2020
1477,9,18-10-2020
1461,10,18-10-2020
1378,11,18-10-2020
1323,12,18-10-2020
1332,13,18-10-2020
1310,14,18-10-2020
1263,15,18-10-2020
1365,16,18-10-2020
1348,17,18-10-2020
1589,18,18-10-2020
1643,19,18-10-2020
1557,20,18-10-2020
1455,21,18-10-2020
1394,22,18-10-2020
1309,23,18-10-2020
1285,24,18-10-2020
1234,1,19-10-2020
1221,2,19-10-2020
1196,3,19-10-2020
1215,4,19-10-2020
1276,5,19-10-2020
1414,6,19-10-2020
1581,7,19-10-2020
1697,8,19-10-2020
1668,9,19-10-2020
1668,10,19-10-2020
1641,11,19-10-2020
1632,12,19-10-2020
1600,13,19-10-2020
1508,14,19-10-2020
1541,15,19-10-2020
1542,16,19-10-2020
1572,17,19-10-2020
1830,18,19-10-2020
1812,19,19-10-2020
1693,20,19-10-2020
1599,21,19-10-2020
1536,22,19-10-2020
1433,23,19-10-2020
1409,24,19-10-2020
1324,1,20-10-2020
1317,2,20-10-2020
1300,3,20-10-2020
1299,4,20-10-2020
1341,5,20-10-2020
1368,6,20-10-2020
1600,7,20-10-2020
1653,8,20-10-2020
1610,9,20-10-2020
1580,10,20-10-2020
1568,11,20-10-2020
1565,12,20-10-2020
1488,13,20-10-2020
1493,14,20-10-2020
1491,15,20-10-2020
1558,16,20-10-2020
1592,17,20-10-2020
1820,18,20-10-2020
1792,19,20-10-2020
1646,20,20-10-2020
1550,21,20-10-2020
1502,22,20-10-2020
1409,23,20-10-2020
1374,24,20-10-2020
1315,1,21-10-2020
1298,2,21-10-2020
1304,3,21-10-2020
1310,4,21-10-2020
1346,5,21-10-2020
1534,6,21-10-2020
1669,7,21-10-2020
1666,8,21-10-2020
1670,9,21-10-2020
1694,10,21-10-2020
1599,11,21-10-2020
1588,12,21-10-2020
1532,13,21-10-2020
1458,14,21-10-2020
1548,15,21-10-2020
1525,16,21-10-2020
1652,17,21-10-2020
1824,18,21-10-2020
1848,19,21-10-2020
1647,20,21-10-2020
1580,21,21-10-2020
1470,22,21-10-2020
1426,23,21-10-2020
1368,24,21-10-2020
1366,1,22-10-2020
1326,2,22-10-2020
1328,3,22-10-2020
1316,4,22-10-2020
1348,5,22-10-2020
1474,6,22-10-2020
1672,7,22-10-2020
1709,8,22-10-2020
1730,9,22-10-2020
1671,10,22-10-2020
1660,11,22-10-2020
1625,12,22-10-2020
1570,13,22-10-2020
1525,14,22-10-2020
1558,15,22-10-2020
1610,16,22-10-2020
1649,17,22-10-2020
1710,18,22-10-2020
1751,19,22-10-2020
1617,20,22-10-2020
1529,21,22-10-2020
1439,22,22-10-2020
1390,23,22-10-2020
1320,24,22-10-2020
1329,1,23-10-2020
1321,2,23-10-2020
1296,3,23-10-2020
1285,4,23-10-2020
1343.5,5,23-10-2020
1439,6,23-10-2020
1594,7,23-10-2020
1674.5,8,23-10-2020
1672.5,9,23-10-2020
1742,10,23-10-2020
1668,11,23-10-2020
1643,12,23-10-2020
1591.5,13,23-10-2020
1517,14,23-10-2020
1567.5,15,23-10-2020
1603,16,23-10-2020
1594,17,23-10-2020
1819.5,18,23-10-2020
1849,19,23-10-2020
1718.5,20,23-10-2020
1640.5,21,23-10-2020
1537.5,22,23-10-2020
1467,23,23-10-2020
1431,24,23-10-2020
1288,1,24-10-2020
1272,2,24-10-2020
1270,3,24-10-2020
1289,4,24-10-2020
1352,5,24-10-2020
1537,6,24-10-2020
1803,7,24-10-2020
1779,8,24-10-2020
1714,9,24-10-2020
1600,10,24-10-2020
1528,11,24-10-2020
1499,12,24-10-2020
1434,13,24-10-2020
1342,14,24-10-2020
1412,15,24-10-2020
1425,16,24-10-2020
1361,17,24-10-2020
1759,18,24-10-2020
1714,19,24-10-2020
1592,20,24-10-2020
1489,21,24-10-2020
1373,22,24-10-2020
1362,23,24-10-2020
1288,24,24-10-2020
1272,1,25-10-2020
1223,2,25-10-2020
1206,3,25-10-2020
1196,4,25-10-2020
1293,5,25-10-2020
1416,6,25-10-2020
1553,7,25-10-2020
1606,8,25-10-2020
1516,9,25-10-2020
1444,10,25-10-2020
1336,11,25-10-2020
1330,12,25-10-2020
1270,13,25-10-2020
1218,14,25-10-2020
1247,15,25-10-2020
1213,16,25-10-2020
1350,17,25-10-2020
1481,18,25-10-2020
1449,19,25-10-2020
1380,20,25-10-2020
1277,21,25-10-2020
1168,22,25-10-2020
1144,23,25-10-2020
1077,24,25-10-2020
1039,1,26-10-2020
1036,2,26-10-2020
1014,3,26-10-2020
1024,4,26-10-2020
1096,5,26-10-2020
1301,6,26-10-2020
1576,7,26-10-2020
1672,8,26-10-2020
1661,9,26-10-2020
1580,10,26-10-2020
1554,11,26-10-2020
1454,12,26-10-2020
1422,13,26-10-2020
1389,14,26-10-2020
1401,15,26-10-2020
1494,16,26-10-2020
1319,17,26-10-2020
1753,18,26-10-2020
1743,19,26-10-2020
1604,20,26-10-2020
1496,21,26-10-2020
1390,22,26-10-2020
1335,23,26-10-2020
1217,24,26-10-2020
1227,1,27-10-2020
1200,2,27-10-2020
1211,3,27-10-2020
1221,4,27-10-2020
1265,5,27-10-2020
1429,6,27-10-2020
1654,7,27-10-2020
1733,8,27-10-2020
1688,9,27-10-2020
1631,10,27-10-2020
1530,11,27-10-2020
1451,12,27-10-2020
1471,13,27-10-2020
1441,14,27-10-2020
1430,15,27-10-2020
1471,16,27-10-2020
1571,17,27-10-2020
1806,18,27-10-2020
1743,19,27-10-2020
1638,20,27-10-2020
1511,21,27-10-2020
1392,22,27-10-2020
1323,23,27-10-2020
1298,24,27-10-2020
1247,1,28-10-2020
1223,2,28-10-2020
1201,3,28-10-2020
1233,4,28-10-2020
1268,5,28-10-2020
1342,6,28-10-2020
1730,7,28-10-2020
1770,8,28-10-2020
1723,9,28-10-2020
1688,10,28-10-2020
1531,11,28-10-2020
1503,12,28-10-2020
1471,13,28-10-2020
1397,14,28-10-2020
1365,15,28-10-2020
1495,16,28-10-2020
1497,17,28-10-2020
1757,18,28-10-2020
1737,19,28-10-2020
1583,20,28-10-2020
1483,21,28-10-2020
1388,22,28-10-2020
1328,23,28-10-2020
1293,24,28-10-2020
1233,1,29-10-2020
1227,2,29-10-2020
1190,3,29-10-2020
1201,4,29-10-2020
1276,5,29-10-2020
1373,6,29-10-2020
1663,7,29-10-2020
1713,8,29-10-2020
1693,9,29-10-2020
1705,10,29-10-2020
1599,11,29-10-2020
1627,12,29-10-2020
1448,13,29-10-2020
1422,14,29-10-2020
1382,15,29-10-2020
1539,16,29-10-2020
1607,17,29-10-2020
1801,18,29-10-2020
1740,19,29-10-2020
1655,20,29-10-2020
1478,21,29-10-2020
1445,22,29-10-2020
1352,23,29-10-2020
1303,24,29-10-2020
1268,1,30-10-2020
1243,2,30-10-2020
1244,3,30-10-2020
1251,4,30-10-2020
1320,5,30-10-2020
1449,6,30-10-2020
1680,7,30-10-2020
1715,8,30-10-2020
1749,9,30-10-2020
1737,10,30-10-2020
1455,11,30-10-2020
1494,12,30-10-2020
1514,13,30-10-2020
1476,14,30-10-2020
1490,15,30-10-2020
1502,16,30-10-2020
1656,17,30-10-2020
1779,18,30-10-2020
1728,19,30-10-2020
1616,20,30-10-2020
1496,21,30-10-2020
1436,22,30-10-2020
1357,23,30-10-2020
1281,24,30-10-2020
1262,1,31-10-2020
1258,2,31-10-2020
1238,3,31-10-2020
1259,4,31-10-2020
1303,5,31-10-2020
1462,6,31-10-2020
1726,7,31-10-2020
1786,8,31-10-2020
1757,9,31-10-2020
1758,10,31-10-2020
1647,11,31-10-2020
1567,12,31-10-2020
1437,13,31-10-2020
1402,14,31-10-2020
1502,15,31-10-2020
1528,16,31-10-2020
1573,17,31-10-2020
1817,18,31-10-2020
1766,19,31-10-2020
1603,20,31-10-2020
1482,21,31-10-2020
1377,22,31-10-2020
1347,23,31-10-2020
1281,24,31-10-2020
1245,1,01-11-2020
1259,2,01-11-2020
1234,3,01-11-2020
1250,4,01-11-2020
1318,5,01-11-2020
1456,6,01-11-2020
1593,7,01-11-2020
1579,8,01-11-2020
1505,9,01-11-2020
1326,10,01-11-2020
1242,11,01-11-2020
1252,12,01-11-2020
1193,13,01-11-2020
1119,14,01-11-2020
1146,15,01-11-2020
1083,16,01-11-2020
1274,17,01-11-2020
1516,18,01-11-2020
1530,19,01-11-2020
1422,20,01-11-2020
1339,21,01-11-2020
1257,22,01-11-2020
1196,23,01-11-2020
1211,24,01-11-2020
1120,1,02-11-2020
1236,2,02-11-2020
1232,3,02-11-2020
1225,4,02-11-2020
1286,5,02-11-2020
1450,6,02-11-2020
1746,7,02-11-2020
1801,8,02-11-2020
1780,9,02-11-2020
1631,10,02-11-2020
1648,11,02-11-2020
1569,12,02-11-2020
1523,13,02-11-2020
1419,14,02-11-2020
1469,15,02-11-2020
1519,16,02-11-2020
1668,17,02-11-2020
1796,18,02-11-2020
1734,19,02-11-2020
1624,20,02-11-2020
1522,21,02-11-2020
1386,22,02-11-2020
1330,23,02-11-2020
1259,24,02-11-2020
1241,1,03-11-2020
1240.927283,2,03-11-2020
1242.482205,3,03-11-2020
1245.380565,4,03-11-2020
1249.408105,5,03-11-2020
1254.350565,6,03-11-2020
1259.993684,7,03-11-2020
1266.123203,8,03-11-2020
1272.524862,9,03-11-2020
1278.984401,10,03-11-2020
1285.287561,11,03-11-2020
1291.22008,12,03-11-2020
1296.567701,13,03-11-2020
1301.116162,14,03-11-2020
1304.651205,15,03-11-2020
1306.958568,16,03-11-2020
1307.823993,17,03-11-2020
1307.033219,18,03-11-2020
1304.371987,19,03-11-2020
1299.626036,20,03-11-2020
1292.581108,21,03-11-2020
1283.022942,22,03-11-2020
1270.737278,23,03-11-2020
1255.509857,24,03-11-2020
1236,1,04-11-2020
1222,2,04-11-2020
1217,3,04-11-2020
1250,4,04-11-2020
1299,5,04-11-2020
1454,6,04-11-2020
1673,7,04-11-2020
1807,8,04-11-2020
1827,9,04-11-2020
1764,10,04-11-2020
1673,11,04-11-2020
1554,12,04-11-2020
1507,13,04-11-2020
1483,14,04-11-2020
1406,15,04-11-2020
1505,16,04-11-2020
1717,17,04-11-2020
1735,18,04-11-2020
1648,19,04-11-2020
1532,20,04-11-2020
1392,21,04-11-2020
1308,22,04-11-2020
1254,23,04-11-2020
1200,24,04-11-2020
